,Sales,Order Month,Order Year
229,389.696,February,2016
228,161.568,February,2016
5053,398.4,March,2016
5054,7.056,March,2016
5055,1352.3976,March,2016
3900,10.368,March,2016
808,149.97,March,2016
7763,74.52,March,2016
1908,136.92,March,2016
7825,90.882,March,2016
7061,12.144,March,2016
807,28.4,March,2016
3777,665.88,March,2016
4661,844.116,March,2016
4662,76.752,March,2016
4658,7.968,March,2016
4657,23.696,March,2016
4656,59.904,March,2016
4659,18.2,March,2016
9550,13.848,March,2016
7217,62.496,March,2016
7218,339.96,March,2016
7216,8.82,March,2016
4660,27.552,March,2016
7219,49.568,March,2016
1050,168.464,March,2016
1052,282.888,March,2016
587,294.93,March,2016
586,70.98,March,2016
1051,6.72,March,2016
2839,120.33,March,2016
1858,137.62,March,2016
1737,31.44,March,2016
528,36.336,March,2016
4456,6.368,March,2016
1738,17.9,March,2016
1739,129.45,March,2016
529,666.248,March,2016
8462,7.5,March,2016
1859,100.49,March,2016
83,200.984,March,2016
530,52.512,March,2016
4455,129.568,March,2016
6045,238.152,March,2016
3074,120.666,March,2016
784,47.984,March,2016
783,35.49,March,2016
782,24.0,March,2016
781,32.07,March,2016
1921,15.008,March,2016
1487,89.97,March,2016
1486,1212.848,March,2016
5763,1448.82,March,2016
1488,42.6,March,2016
2585,6.608,March,2016
8712,359.499,March,2016
537,10.752,March,2016
8985,77.952,March,2016
3612,16.448,March,2016
8986,95.97,March,2016
9556,184.66,March,2016
3613,36.784,March,2016
387,2.96,March,2016
8987,105.584,March,2016
8988,9.344,March,2016
5604,590.352,March,2016
386,482.34,March,2016
2025,141.96,March,2016
6290,327.76,March,2016
6289,915.136,March,2016
9211,19.44,March,2016
4163,671.94,March,2016
4162,16.52,March,2016
4935,16.776,March,2016
4794,43.13,March,2016
7727,17.52,March,2016
508,46.74,March,2016
6923,7.38,March,2016
506,2.74,March,2016
4953,85.9,March,2016
507,8.34,March,2016
509,6354.95,March,2016
1558,171.96,March,2016
6922,491.55,March,2016
2564,33.82,March,2016
2563,15.02,March,2016
2019,40.14,March,2016
5587,10.9,March,2016
4534,11.96,March,2016
1643,1247.64,March,2016
2018,33.36,March,2016
1645,209.7,March,2016
1644,3149.93,March,2016
2016,17.568,March,2016
2017,14.62,March,2016
1565,453.576,March,2016
3575,14.496,March,2016
815,51.84,March,2016
4957,2.512,March,2016
4958,18.864,March,2016
8779,29.304,March,2016
6486,962.08,March,2016
6488,295.456,March,2016
6487,12.843,March,2016
8556,150.408,March,2016
5810,105.52,March,2016
5802,15.984,March,2016
7653,19.56,March,2016
521,14.112,March,2016
5811,91.96,March,2016
5812,1487.976,March,2016
520,129.568,March,2016
519,18.392,March,2016
8555,447.944,March,2016
7966,33.36,March,2016
8879,192.72,March,2016
8880,239.97,March,2016
4555,31.56,March,2016
1060,107.772,March,2016
4556,27.92,March,2016
2557,6.992,March,2016
7438,46.9,March,2016
1594,359.058,March,2016
5103,40.032,March,2016
1530,74.352,March,2016
5104,16.776,March,2016
5838,83.7,March,2016
692,166.24,March,2016
6258,22.92,March,2016
2199,5.232,March,2016
2198,15.552,March,2016
693,33.4,March,2016
4732,53.25,March,2016
5754,5.56,March,2016
4733,19.92,March,2016
990,1166.92,March,2016
6775,17.64,March,2016
4129,73.28,March,2016
4730,212.64,March,2016
4731,9.87,March,2016
6434,180.96,March,2016
6433,23.52,March,2016
7001,366.744,March,2016
6808,22.38,March,2016
6807,98.376,March,2016
5528,79.96,March,2016
5348,32.34,April,2016
5646,192.22,April,2016
5349,39.9,April,2016
1056,9.088,April,2016
1055,82.344,April,2016
1054,108.4,April,2016
1146,644.076,April,2016
1147,5.84,April,2016
1148,12.76,April,2016
1149,10.95,April,2016
1150,599.98,April,2016
1053,11.16,April,2016
3402,22.288,April,2016
5726,946.344,April,2016
304,26.8,April,2016
6594,125.93,April,2016
7249,119.98,April,2016
7250,989.97,April,2016
3360,30.44,April,2016
3361,35.28,April,2016
1816,9.26,April,2016
1815,7.38,April,2016
7918,22.848,April,2016
1252,1099.96,April,2016
1286,15.48,April,2016
1117,279.9,April,2016
5495,7.656,April,2016
1118,619.95,April,2016
4616,134.376,April,2016
1120,15.28,April,2016
1119,4.36,April,2016
4257,9.762,April,2016
1299,26.96,April,2016
2127,64.944,April,2016
2128,20.736,April,2016
635,392.94,April,2016
3376,361.764,April,2016
2748,8.226,April,2016
5324,16.9,April,2016
3373,28.44,April,2016
3382,17.94,April,2016
3383,384.174,April,2016
3384,1799.75,April,2016
3375,39.96,April,2016
3374,364.41,April,2016
4560,271.44,April,2016
4355,1598.058,April,2016
4356,36.96,April,2016
4561,110.352,April,2016
4562,36.4,April,2016
5325,25.08,April,2016
3850,85.96,April,2016
5179,258.576,April,2016
5538,17.43,April,2016
5178,37.68,April,2016
4170,54.816,April,2016
4169,31.104,April,2016
7834,241.568,April,2016
2068,199.96,April,2016
8928,609.98,April,2016
2069,710.832,April,2016
2093,12.88,April,2016
7835,479.92,April,2016
8399,10.744,April,2016
8930,239.976,April,2016
8929,211.372,April,2016
5180,75.84,April,2016
9599,35.208,April,2016
1065,1.448,April,2016
1066,55.47,April,2016
7459,523.26,April,2016
7458,1196.86,April,2016
1063,7.872,April,2016
7457,9.14,April,2016
5249,12.576,April,2016
7582,127.764,April,2016
7456,569.64,April,2016
6201,43.56,April,2016
1062,10.416,April,2016
1061,45.216,April,2016
6200,1439.968,April,2016
1064,118.782,April,2016
2756,11.96,April,2016
2755,1447.65,April,2016
2754,783.96,April,2016
5443,62.296,April,2016
2753,323.37,April,2016
2752,5.56,April,2016
5444,10.71,April,2016
5442,99.6,April,2016
9298,74.352,April,2016
2511,106.5,April,2016
9297,244.768,April,2016
6139,115.44,April,2016
9303,15.552,April,2016
9304,1.476,April,2016
52,89.99,April,2016
4196,21.93,April,2016
9302,7.872,April,2016
9296,41.424,April,2016
4719,947.17,April,2016
4720,61.96,April,2016
51,6.16,April,2016
9301,97.968,April,2016
9299,4.312,April,2016
9300,56.686,April,2016
50,75.18,April,2016
49,38.22,April,2016
6035,310.392,April,2016
6034,19.568,April,2016
2290,287.97,April,2016
6167,117.456,April,2016
2292,12.96,April,2016
2291,595.38,April,2016
8300,180.96,April,2016
6614,209.88,April,2016
6611,191.96,April,2016
6612,21.3,April,2016
6613,469.95,April,2016
6293,64.14,April,2016
6292,88.776,April,2016
4765,25.99,April,2016
6955,21.34,April,2016
885,13.944,April,2016
6050,57.75,April,2016
3140,206.43,April,2016
6947,221.024,April,2016
6948,128.058,April,2016
6051,272.4,April,2016
8207,2.624,April,2016
74,72.784,April,2016
2898,408.422,April,2016
8206,191.5155,April,2016
73,97.04,April,2016
7829,59.52,April,2016
72,831.936,April,2016
7831,50.352,April,2016
7830,311.976,April,2016
7828,63.936,April,2016
3418,5.84,April,2016
1021,1267.53,April,2016
1020,22.74,April,2016
1022,1379.92,April,2016
3417,43.56,April,2016
379,23.832,April,2016
7683,3812.97,April,2016
378,8.652,April,2016
380,12.176,April,2016
7682,186.732,April,2016
5860,7.968,April,2016
3044,1022.97,April,2016
8350,6.48,April,2016
8349,24.3,April,2016
8346,31.4,April,2016
6591,34.65,April,2016
8347,9.48,April,2016
66,213.115,April,2016
6592,19.8,April,2016
8348,209.5,April,2016
8374,87.36,May,2016
8375,56.16,May,2016
7721,13.168,May,2016
7720,17.48,May,2016
7719,59.52,May,2016
4227,61.584,May,2016
5255,33.568,May,2016
8249,11.212,May,2016
5086,466.158,May,2016
5088,2.556,May,2016
5087,10.312,May,2016
2283,23.92,May,2016
8250,4.712,May,2016
2284,60.69,May,2016
8252,60.416,May,2016
6445,7.104,May,2016
5328,31.92,May,2016
5254,99.372,May,2016
1882,563.4,May,2016
1881,383.607,May,2016
1880,29.34,May,2016
8251,180.98,May,2016
118,157.794,May,2016
3908,41.988,May,2016
3909,7.584,May,2016
3903,98.112,May,2016
7645,892.224,May,2016
3910,352.45,May,2016
6065,23.904,May,2016
9004,23.84,May,2016
3907,14.85,May,2016
3906,547.136,May,2016
9003,239.94,May,2016
3905,10.428,May,2016
3904,563.808,May,2016
6558,1522.638,May,2016
8828,10.56,May,2016
2634,4.928,May,2016
2635,7.23,May,2016
4404,34.8,May,2016
3002,19.0,May,2016
8297,4.928,May,2016
4405,38.976,May,2016
8298,11.784,May,2016
5854,33.488,May,2016
5856,1.362,May,2016
5855,23.04,May,2016
5857,14.76,May,2016
5282,36.84,May,2016
5281,6.16,May,2016
1761,28.752,May,2016
1762,293.199,May,2016
1760,411.332,May,2016
6673,67.96,May,2016
4487,16.27,May,2016
4488,69.12,May,2016
4489,4.47,May,2016
8768,288.0,May,2016
927,46.2,May,2016
928,28.84,May,2016
6225,66.294,May,2016
6226,291.168,May,2016
4621,77.55,May,2016
5610,53.04,May,2016
3309,25.344,May,2016
5685,98.352,May,2016
3813,19.824,May,2016
9075,7.218,May,2016
9076,27.2,May,2016
5073,62.8,May,2016
1832,207.0,May,2016
2910,387.136,May,2016
8547,39.0,May,2016
8320,45.04,May,2016
5634,152.8,May,2016
8548,12.6,May,2016
8400,232.4,May,2016
9724,12.224,May,2016
8401,164.646,May,2016
8402,22.68,May,2016
8647,97.424,May,2016
4157,26.064,May,2016
4156,47.984,May,2016
3676,44.46,May,2016
7159,222.384,May,2016
7160,16.0,May,2016
7404,122.91,May,2016
694,198.272,May,2016
7405,97.568,May,2016
6687,1117.92,May,2016
7403,509.9575,May,2016
695,47.36,May,2016
7406,722.352,May,2016
700,4.896,May,2016
696,200.984,May,2016
697,97.696,May,2016
698,2.696,May,2016
699,18.588,May,2016
8588,51.968,May,2016
5643,17.94,May,2016
1467,255.968,May,2016
4289,14.088,May,2016
4288,33.28,May,2016
9050,10.86,May,2016
6702,6.408,May,2016
6701,163.136,May,2016
6919,24.588,May,2016
5247,20.768,May,2016
5336,26.976,May,2016
8101,8.26,May,2016
8102,2973.32,May,2016
8104,775.728,May,2016
8103,104.79,May,2016
5092,51.45,May,2016
3296,19.194,May,2016
3297,121.792,May,2016
785,186.69,May,2016
7625,75.33,May,2016
7624,850.5,May,2016
6898,602.651,May,2016
6899,7.656,May,2016
4965,467.04,May,2016
1295,845.728,May,2016
4570,21.24,May,2016
4571,127.96,May,2016
1936,14.73,May,2016
9107,22.368,May,2016
9108,32.368,May,2016
9109,207.984,May,2016
9575,105.686,May,2016
4605,167.944,May,2016
4604,12.224,May,2016
9576,399.54,May,2016
9577,104.93,May,2016
4603,153.728,May,2016
7294,20.24,May,2016
4602,18.272,May,2016
1343,47.82,May,2016
4606,45.99,May,2016
4607,535.41,May,2016
8387,77.55,May,2016
8386,16.24,May,2016
4608,6.096,May,2016
156,6.63,May,2016
1344,13.05,May,2016
4609,45.36,May,2016
9371,317.058,May,2016
9445,12.39,May,2016
945,167.76,May,2016
9372,8.04,May,2016
943,32.4,May,2016
944,540.57,May,2016
9370,41.568,May,2016
5515,128.85,May,2016
5513,239.97,May,2016
5514,160.32,May,2016
9552,151.96,May,2016
9783,62.18,May,2016
154,105.52,May,2016
7378,10.272,May,2016
9782,274.8,May,2016
9784,8.28,May,2016
2560,323.1,May,2016
2559,15.75,May,2016
9477,3.564,May,2016
9474,5.904,May,2016
912,22.2,May,2016
2558,1406.86,May,2016
6884,2567.84,May,2016
153,58.38,May,2016
7747,7.56,May,2016
155,80.88,May,2016
9475,173.488,May,2016
9476,51.56,May,2016
7716,29.6,June,2016
7717,1.938,June,2016
1554,5.28,June,2016
4940,1268.82,June,2016
4941,283.92,June,2016
4942,5.68,June,2016
8125,2.934,June,2016
9084,29.9,June,2016
8126,18.528,June,2016
8127,670.752,June,2016
9083,146.73,June,2016
2272,435.26,June,2016
2273,1119.984,June,2016
2524,42.048,June,2016
3469,47.952,June,2016
2525,25.488,June,2016
2526,6.9,June,2016
2527,9.648,June,2016
2528,7.968,June,2016
1017,155.82,June,2016
1016,13.96,June,2016
1018,124.95,June,2016
2415,301.96,June,2016
6837,11.12,June,2016
5163,170.352,June,2016
1019,601.65,June,2016
9544,369.1992,June,2016
2306,27.216,June,2016
9542,6.23,June,2016
9543,56.704,June,2016
9541,35.52,June,2016
8790,46.62,June,2016
6354,337.98,June,2016
6353,8.39,June,2016
4984,7.24,June,2016
2203,191.82,June,2016
3419,271.764,June,2016
2535,46.32,June,2016
2202,6.096,June,2016
6256,3.444,June,2016
1006,7.08,June,2016
1007,4.401,June,2016
5608,7.78,June,2016
2392,113.92,June,2016
2391,1619.91,June,2016
4072,999.98,June,2016
1092,219.184,June,2016
1523,198.272,June,2016
1524,247.104,June,2016
5560,14.94,June,2016
6840,14.832,June,2016
1525,86.304,June,2016
1284,2.772,June,2016
6577,173.94,June,2016
2389,6.48,June,2016
2378,32.75,June,2016
2221,485.94,June,2016
5559,1325.85,June,2016
1522,19.92,June,2016
2222,37.376,June,2016
1521,206.112,June,2016
8195,8.96,June,2016
2223,70.686,June,2016
5558,6.48,June,2016
1091,120.15,June,2016
2390,41.86,June,2016
8273,3.424,June,2016
4737,67.98,June,2016
3705,32.4,June,2016
3704,899.97,June,2016
1037,36.624,June,2016
3703,19.14,June,2016
3702,24.78,June,2016
4735,8.26,June,2016
4736,29.84,June,2016
6088,6.48,June,2016
1326,51.072,June,2016
3881,82.368,June,2016
7596,225.576,June,2016
5814,11.672,June,2016
3883,40.256,June,2016
3880,9.568,June,2016
3882,364.704,June,2016
8749,3050.376,June,2016
3937,27.216,June,2016
1023,6.208,June,2016
8750,133.98,June,2016
3936,28.752,June,2016
3938,197.372,June,2016
2038,11.952,June,2016
2039,4.536,June,2016
6729,6.129,June,2016
6731,20.736,June,2016
6730,643.136,June,2016
2041,75.36,June,2016
4194,51.98,June,2016
2040,9.156,June,2016
6105,13.632,June,2016
7748,60.84,June,2016
7749,450.04,June,2016
7750,34.6,June,2016
7752,33.02,June,2016
7751,467.97,June,2016
5085,5.792,June,2016
9431,5.904,June,2016
4448,12.56,June,2016
4450,186.69,June,2016
4449,6.48,June,2016
9390,228.92,June,2016
9482,319.984,June,2016
2744,125.976,June,2016
2743,257.64,June,2016
8011,125.944,June,2016
5132,107.976,June,2016
339,4.96,June,2016
8832,1217.568,June,2016
3519,796.425,June,2016
1592,201.568,June,2016
8077,165.98,June,2016
8078,75.0,June,2016
6705,143.976,June,2016
6704,5.43,June,2016
8076,27.42,June,2016
6703,217.584,June,2016
4044,204.85,June,2016
8035,4.608,June,2016
8032,47.952,June,2016
4316,304.23,June,2016
8034,75.384,June,2016
4315,88.752,June,2016
4314,20.96,June,2016
1867,31.104,June,2016
1868,78.256,June,2016
8033,0.984,June,2016
8275,43.056,June,2016
7149,971.88,June,2016
791,332.94,June,2016
383,41.9,June,2016
789,15.42,June,2016
790,43.04,June,2016
788,143.96,June,2016
6975,5.904,June,2016
9091,15.552,June,2016
6976,621.76,June,2016
9092,482.94,June,2016
9023,117.882,June,2016
2204,20.104,June,2016
4793,24.96,June,2016
9736,269.98,June,2016
6390,12.96,July,2016
6389,311.15,July,2016
6343,30.44,July,2016
6345,587.97,July,2016
6344,69.28,July,2016
6342,119.85,July,2016
4820,463.248,July,2016
5875,11.736,July,2016
9037,22.58,July,2016
4821,383.952,July,2016
9036,25.92,July,2016
5888,45.68,July,2016
2974,244.006,July,2016
2975,15.936,July,2016
8538,8.016,July,2016
8537,25.92,July,2016
8536,18.312,July,2016
2411,7.52,July,2016
5155,212.94,July,2016
5154,28.4,July,2016
8089,77.58,July,2016
4465,3.304,July,2016
8899,25.06,July,2016
5099,19.152,July,2016
8898,494.97,July,2016
6185,106.8,July,2016
2805,47.516,July,2016
8629,481.176,July,2016
6789,140.736,July,2016
8630,7.24,July,2016
4108,27.414,July,2016
8627,90.0,July,2016
5008,9.522,July,2016
145,671.93,July,2016
4107,13.96,July,2016
8626,70.26,July,2016
5009,791.964,July,2016
5010,4.923,July,2016
6900,559.93,July,2016
8628,6.096,July,2016
7904,76.64,July,2016
9106,287.91,July,2016
1529,7.3,July,2016
6048,1345.485,July,2016
6047,16.146,July,2016
5051,24.4,July,2016
9101,23.64,July,2016
9102,84.784,July,2016
531,190.72,July,2016
5274,715.2,July,2016
9104,32.06,July,2016
9105,177.648,July,2016
9103,64.96,July,2016
1528,26.18,July,2016
538,152.94,July,2016
9664,12.96,July,2016
564,2.61,July,2016
563,3.96,July,2016
4978,773.94,July,2016
4977,6.688,July,2016
4976,21.36,July,2016
539,283.92,July,2016
754,79.92,July,2016
1757,41.568,July,2016
1702,9.96,July,2016
1828,38.88,July,2016
1700,11.808,July,2016
1701,1931.04,July,2016
7866,127.764,July,2016
7863,272.736,July,2016
7865,441.92,July,2016
7864,18.496,July,2016
4600,137.25,July,2016
4048,599.9,July,2016
4047,80.88,July,2016
2539,1348.704,July,2016
2540,700.152,July,2016
4599,150.98,July,2016
4601,11.52,July,2016
3999,231.92,July,2016
8550,6.264,July,2016
8551,14.432,July,2016
2777,195.466,July,2016
5831,519.96,July,2016
7339,5.76,July,2016
1450,2.025,July,2016
4383,384.944,July,2016
1850,831.2,July,2016
1849,34.76,July,2016
4384,153.584,July,2016
4385,913.43,July,2016
1851,26.4,July,2016
4382,2.88,July,2016
1854,141.4,July,2016
1853,97.82,July,2016
1852,106.75,July,2016
3322,68.94,July,2016
3323,128.82,July,2016
4845,10.512,July,2016
6500,90.06,July,2016
6499,279.86,July,2016
6498,135.09,July,2016
6497,20.94,July,2016
6824,358.58,July,2016
2809,561.568,July,2016
2808,704.9,July,2016
6823,98.46,July,2016
2806,9.42,July,2016
6943,623.96,July,2016
1069,25.176,July,2016
2807,12.96,July,2016
946,393.165,July,2016
7436,99.2,July,2016
7435,23.136,July,2016
7434,9.144,July,2016
8813,266.352,July,2016
4317,167.86,July,2016
6217,29.97,July,2016
271,209.93,July,2016
2174,61.792,July,2016
6549,155.88,July,2016
272,5.28,July,2016
273,10.92,July,2016
1003,19.44,July,2016
4580,239.7,July,2016
1001,2309.65,July,2016
1002,1090.782,July,2016
8731,52.59,July,2016
762,107.982,August,2016
7613,5.76,August,2016
7612,5.81,August,2016
7611,9.54,August,2016
3998,373.08,August,2016
3997,14.98,August,2016
3995,860.93,August,2016
3994,512.94,August,2016
3996,769.95,August,2016
4166,19.44,August,2016
5173,3.408,August,2016
7781,8.568,August,2016
5710,2799.944,August,2016
5527,37.94,August,2016
1978,5.248,August,2016
5063,123.96,August,2016
5062,377.97,August,2016
5061,43.98,August,2016
5711,19.44,August,2016
5709,127.764,August,2016
5708,357.93,August,2016
5707,79.44,August,2016
1151,8.352,August,2016
9163,2.376,August,2016
9164,143.128,August,2016
4191,21.12,August,2016
2932,144.784,August,2016
2931,7.28,August,2016
2930,6.608,August,2016
6660,39.66,August,2016
6662,447.86,August,2016
6661,113.92,August,2016
5057,41.88,August,2016
6254,21.36,August,2016
5056,26.4,August,2016
8133,72.78,August,2016
6453,3.44,August,2016
5508,145.9,August,2016
9741,4404.9,August,2016
3019,5.04,August,2016
3020,92.94,August,2016
2259,5.0,August,2016
3021,66.69,August,2016
2260,371.97,August,2016
3022,91.68,August,2016
3024,52.272,August,2016
6992,186.54,August,2016
6993,265.86,August,2016
8201,67.15,August,2016
8202,549.98,August,2016
6994,27.9,August,2016
8203,11.82,August,2016
8000,263.96,August,2016
8204,4643.8,August,2016
8205,577.764,August,2016
6990,44.43,August,2016
6991,226.2,August,2016
1917,11.65,August,2016
3025,17.94,August,2016
5140,119.9,August,2016
4568,10.476,August,2016
8644,39.879,August,2016
8643,5.04,August,2016
8642,31.504,August,2016
8645,4.712,August,2016
1756,1718.4,August,2016
1755,360.712,August,2016
7574,221.96,August,2016
7575,236.0,August,2016
8625,15.696,August,2016
3767,119.96,August,2016
9670,64.68,August,2016
6259,11.36,August,2016
3347,50.8,August,2016
4795,5.64,August,2016
7581,422.856,August,2016
9574,31.56,August,2016
5203,70.26,August,2016
2636,323.1,August,2016
5202,104.23,August,2016
2548,1879.96,August,2016
2550,5.04,August,2016
2549,313.024,August,2016
2547,2.304,August,2016
7975,3.762,August,2016
7976,10.272,August,2016
7973,2.724,August,2016
7972,10.368,August,2016
7974,254.352,August,2016
7970,519.792,August,2016
9219,301.47,August,2016
9218,44.688,August,2016
7971,31.176,August,2016
9434,10.272,August,2016
9433,36.288,August,2016
1457,52.2,August,2016
9432,30.08,August,2016
9435,252.8,August,2016
777,544.008,August,2016
9190,99.588,August,2016
4633,586.398,August,2016
8515,35.76,August,2016
8514,17.52,August,2016
780,4.28,August,2016
9191,49.568,August,2016
779,23.92,August,2016
7009,25.984,August,2016
778,59.94,August,2016
4634,80.98,August,2016
7008,598.458,August,2016
7007,12.828,August,2016
9187,3.488,August,2016
9188,21.728,August,2016
9189,663.072,August,2016
2208,16.52,August,2016
1174,50.112,August,2016
4019,25.86,August,2016
4017,97.88,August,2016
4013,542.94,August,2016
4014,8.64,August,2016
3093,31.68,August,2016
3094,10.368,August,2016
3095,12.032,August,2016
4018,251.91,August,2016
4015,193.8,August,2016
3096,5.768,August,2016
4016,21.4,August,2016
9518,435.504,August,2016
9516,26.982,August,2016
7614,14.91,August,2016
660,724.08,August,2016
4093,3080.0,August,2016
4094,79.96,August,2016
4095,587.97,August,2016
7767,7.152,August,2016
3156,284.364,August,2016
3157,26.0,August,2016
662,2.724,August,2016
661,918.785,August,2016
659,999.432,August,2016
9517,6.912,August,2016
6797,3.798,August,2016
6796,20.104,August,2016
6798,7.88,August,2016
2668,40.784,August,2016
2669,105.96,August,2016
1292,32.94,August,2016
1293,114.2,August,2016
1004,484.65,August,2016
1294,3.08,August,2016
7979,5.104,August,2016
8058,43.176,August,2016
8059,4.16,August,2016
8057,41.36,August,2016
9430,103.481,August,2016
3055,2799.96,August,2016
9429,1099.96,August,2016
9692,470.36,August,2016
8056,728.82,August,2016
8055,307.666,August,2016
8054,892.35,August,2016
6470,131.98,August,2016
6471,114.52,August,2016
2354,137.24,August,2016
2356,239.976,August,2016
6123,20.96,August,2016
2355,36.51,August,2016
2353,1552.831,August,2016
9133,555.96,August,2016
760,58.32,August,2016
7090,106.32,September,2016
7091,163.44,September,2016
7092,42.76,September,2016
7093,51.55,September,2016
1843,40.784,September,2016
211,20.8,September,2016
7094,479.952,September,2016
3272,203.92,September,2016
1842,40.096,September,2016
4766,113.52,September,2016
4767,359.88,September,2016
7369,4.608,September,2016
8465,17.94,September,2016
703,369.912,September,2016
8466,370.14,September,2016
9785,48.81,September,2016
5670,355.36,September,2016
5671,140.376,September,2016
5834,64.2,September,2016
4578,113.1,September,2016
5836,72.6,September,2016
5835,38.52,September,2016
4951,12.96,September,2016
3682,79.36,September,2016
1782,122.94,September,2016
3681,84.09,September,2016
3683,153.36,September,2016
4275,48.632,September,2016
3781,269.982,September,2016
3684,43.68,September,2016
3685,98.21,September,2016
3454,5.16,September,2016
3679,181.96,September,2016
3678,464.97,September,2016
3677,15.8,September,2016
1781,6.58,September,2016
3680,12.39,September,2016
1587,10.65,September,2016
1586,143.7,September,2016
1585,979.95,September,2016
7124,144.12,September,2016
1584,6.16,September,2016
1583,47.04,September,2016
1588,247.8,September,2016
1582,1217.568,September,2016
5034,687.4,September,2016
3256,4.608,September,2016
227,21.98,September,2016
1581,41.96,September,2016
1580,382.806,September,2016
1579,307.98,September,2016
226,622.45,September,2016
7123,10.02,September,2016
225,2.2,September,2016
2490,23.92,September,2016
5715,619.95,September,2016
5716,29.16,September,2016
5717,57.96,September,2016
5718,29.403,September,2016
9263,269.91,September,2016
881,30.84,September,2016
7311,1.872,September,2016
7312,11.214,September,2016
7313,37.376,September,2016
9262,389.97,September,2016
2489,631.96,September,2016
1563,11.352,September,2016
5338,244.55,September,2016
5339,12.24,September,2016
6946,2.48,September,2016
5006,2321.9,September,2016
8741,10.74,September,2016
5007,17.94,September,2016
5341,899.95,September,2016
5340,13.98,September,2016
1990,17.34,September,2016
1989,26.22,September,2016
1988,1024.38,September,2016
1987,17.22,September,2016
979,34.02,September,2016
8186,170.072,September,2016
6788,69.93,September,2016
8185,7.824,September,2016
5187,199.96,September,2016
5188,1516.2,September,2016
6787,129.93,September,2016
8263,13.092,September,2016
6352,2.412,September,2016
1814,170.136,September,2016
3824,879.984,September,2016
3825,12.96,September,2016
5947,25.9,September,2016
2448,269.49,September,2016
3823,991.2,September,2016
1374,912.75,September,2016
7470,3.576,September,2016
1194,15.712,September,2016
1196,55.968,September,2016
2235,190.86,September,2016
7471,147.184,September,2016
2325,79.872,September,2016
2326,46.384,September,2016
2327,12.96,September,2016
1193,15.552,September,2016
3816,801.96,September,2016
3818,1056.86,September,2016
3817,59.97,September,2016
2236,24.32,September,2016
1195,24.672,September,2016
9400,31.12,September,2016
30,3.264,September,2016
33,15.76,September,2016
5918,2003.92,September,2016
1015,32.4,September,2016
31,86.304,September,2016
4061,25.032,September,2016
5917,4228.704,September,2016
3015,344.22,September,2016
32,6.858,September,2016
5920,659.9,September,2016
5921,110.96,September,2016
1675,6.588,September,2016
1674,21.936,September,2016
3529,87.168,September,2016
29,124.2,September,2016
28,9.618,September,2016
5913,14.9,September,2016
5914,87.71,September,2016
5915,199.764,September,2016
27,3083.43,September,2016
5916,94.6,September,2016
5919,209.97,September,2016
5922,67.8,September,2016
5050,18.54,September,2016
577,7.3,September,2016
576,19.92,September,2016
5618,443.92,September,2016
3732,1259.93,September,2016
4975,717.12,September,2016
575,160.72,September,2016
3760,24.4,September,2016
3759,16.9,September,2016
3731,499.99,September,2016
3733,65.08,September,2016
3730,636.86,September,2016
3729,41.96,September,2016
3758,11.68,September,2016
9598,60.84,September,2016
6628,279.86,September,2016
1302,61.96,September,2016
5106,66.36,September,2016
6168,22.96,September,2016
9305,8.4,September,2016
8436,45.584,September,2016
8036,37.68,September,2016
8209,294.368,September,2016
9145,2.808,September,2016
8061,24.448,September,2016
8208,1369.764,September,2016
8060,61.4,September,2016
4618,542.94,September,2016
4617,589.9,September,2016
3851,85.3,September,2016
2786,7.9,September,2016
1418,4.928,September,2016
2785,601.536,September,2016
6178,23.92,September,2016
6181,113.73,September,2016
6180,629.95,September,2016
6179,63.96,September,2016
2271,199.74,September,2016
6183,887.84,September,2016
6177,121.96,September,2016
6176,85.96,September,2016
3030,194.32,September,2016
1417,151.2,September,2016
3031,25.99,September,2016
6175,1690.04,September,2016
6182,14.6,September,2016
1416,946.344,September,2016
959,204.6,September,2016
8854,617.976,September,2016
9042,61.44,September,2016
7806,3.204,September,2016
7805,2.816,September,2016
7804,25.424,September,2016
8853,55.6,September,2016
7802,12.0,September,2016
5840,47.98,September,2016
5839,32.4,September,2016
7803,720.064,September,2016
9572,24.424,September,2016
9570,33.568,September,2016
9573,17.12,September,2016
4914,35.96,September,2016
4073,821.94,September,2016
9569,6.732,September,2016
5771,1158.12,September,2016
9151,14.576,September,2016
5770,14.91,September,2016
3426,1408.1,September,2016
1471,6.848,September,2016
9571,15.84,September,2016
4915,14.952,September,2016
9152,23.2,September,2016
7741,35.12,September,2016
1627,517.5,September,2016
3425,15.24,September,2016
9153,16.464,September,2016
1694,63.96,September,2016
9436,2.946,September,2016
5725,899.91,September,2016
8215,2.469,September,2016
7837,12.6,September,2016
6451,6.7,September,2016
6450,45.68,September,2016
8214,10.48,September,2016
7836,307.136,September,2016
9268,20.04,September,2016
1696,104.98,September,2016
7838,159.98,September,2016
6449,10.76,September,2016
7589,128.744,September,2016
1695,14.46,September,2016
5596,68.62,September,2016
8213,6.336,September,2016
8216,3.264,September,2016
24,1044.63,September,2016
9267,102.582,September,2016
2446,17.48,September,2016
2555,50.0,September,2016
1649,45.894,September,2016
5117,34.44,September,2016
5118,629.93,September,2016
5119,79.056,September,2016
1648,121.104,September,2016
1419,86.272,September,2016
2497,124.46,September,2016
1421,60.672,September,2016
2496,64.17,September,2016
1420,72.588,September,2016
280,2.08,September,2016
1424,263.96,September,2016
